italian_name,n_sources,sources,latin_names
roccella,1,targioni_1858,LICHEN Polmonaria arborea. Polmonaria
rododendro,1,targioni_1858,RHODODENDRON ferrugineum
rogo di fior bianco,1,targioni_1858,RUBUS caesius
rogo di fior doppio,1,targioni_1858,RUBUS fi. pieno
rogo di macchia,1,targioni_1858,RUBUS fruticosus
rogo senza spine,1,targioni_1858,"RUBUS fruticosus, inermis"
"rogo, c rovo doppio",1,targioni_1858,RUBUS fi. pieno
romana della gran sorte,1,targioni_1858,PYRI Roggia muschiata
rondone,1,targioni_1858,FICI Lorenzo
ros- sellino rosso di dentro e di fuora,1,targioni_1858,FICI Rossellino di Lunigiana
ros- sola ordinaria,1,targioni_1858,AGARICUS emeticus . Scoeff
rosa,1,targioni_1858,ROSA gallica
rosa a botto,1,targioni_1858,ROSA centifolia
rosa angiola,1,targioni_1858,"ROSA alba , carnea"
rosa bianca,1,targioni_1858,ROSA alba
rosa bianca doppia,1,targioni_1858,"ROSA alba , fl. pieno"
rosa borraccina,1,targioni_1858,ROSA Granduchessa. - muscosa
rosa brache di lanzo,1,targioni_1858,ROSA Brache di Lanzo . Rosa a
rosa brizzolata,1,targioni_1858,ROSA Brache di Lanzo . Rosa a
rosa canina,1,targioni_1858,ROSA sylvestris
rosa carnicina,1,targioni_1858,"ROSA alba , carnea"
rosa carnicina v,1,targioni_1858,MALVA ROSA BIANCA Alerà rosea fl. albo L
rosa co89 munc,1,targioni_1858,ROSA gallica
rosa d*orto,1,targioni_1858,ROSA gallica
rosa da- mas,1,targioni_1858,ROSA damascena
rosa della,1,targioni_1858,HIBISCUS • mutabilis
rosa della china,1,targioni_1858,ROSA Pruni . Rovo Canino . - sinensis
rosa di boi- gogna,1,targioni_1858,ROSA burgundica
rosa di cimice,1,targioni_1858,ROSA Rosa flos in flore . Rosa prolifera . - lutea
rosa di duci colori,1,targioni_1858,"ROSA ROSA, bicolor"
rosa di gerico,1,targioni_1858,ANASTATICA hyerocuntica . I
rosa di macchia,1,targioni_1858,"ROSA Collina; ROSA Rosa incarnata!* - rubiginosa; ROSA agrestis . Savi; ROSA arvensis , stilosa; ROSA • canina"
rosa domma- schina salvatica,1,targioni_1858,"ROSA arvensis , stilosa"
rosa dommaschina,1,targioni_1858,"ROSA Rosa di due colori . - maxima . Desf. Rosa d’Olanda . - moschata simplex , et flore pieno"
rosa doppia v,1,targioni_1858,MALVA ROSA BIANCA rosa brizzolata . Malva rosa della China v. Alcea ro- sea sinensis L
rosa d’ogni mese,1,targioni_1858,"ROSA Rosa maggese. Rosa'di Maggio. - gallica, omnium calendarum"
rosa eglanteria,1,targioni_1858,ROSA CANINA ». off. Rosa sylvcstris Savi
rosa gialla,1,targioni_1858,ROSA • sulphurea
rosa gialla doppia,1,targioni_1858,"ROSA ■ sulphurea , fl. pieno"
rosa in calice,1,targioni_1858,ROSA bracceata. Desf
rosa incarnata v,1,targioni_1858,MALVA ROSA BIANCA rosa gialla v Alcea rosea fl. sulphureo L
rosa lu- stra,1,targioni_1858,"ROSA arvensis , stilosa"
rosa mistica,1,targioni_1858,ROSA gallica
rosa moschetta,1,targioni_1858,"ROSA Rosa di due colori . - maxima . Desf. Rosa d’Olanda . - moschata simplex , et flore pieno"
rosa muschiata,1,targioni_1858,"ROSA Rosa di due colori . - maxima . Desf. Rosa d’Olanda . - moschata simplex , et flore pieno"
rosa rigata,1,targioni_1858,ROSA Brache di Lanzo . Rosa a
rosa rossa v,1,targioni_1858,MALVA ROSA BIANCA rosa pavonazza v. Alcea rosea fl. purpureo
rosa salvatica,1,targioni_1858,ROSA sylvestris; ROSA • canina; ROSA ■ spinosissima
rosa senza spine,1,targioni_1858,"ROSA Rosa in calice. - gallica, inermis"
rosa sinensis,1,targioni_1858,HIBISCUS China
"rosa sinensis , flore pieno",1,targioni_1858,HIBISCUS Rosa della China
rosea,1,targioni_1858,ALTHAEA Malvavischio . Malvavisco; VIBURNUM Fior da Morto
"rosea , fi",1,targioni_1858,ALTHAEA Malva rosa bianca
"rosea , fl",1,targioni_1858,AJLTHAEA Malva rosa rossa. Malva rosa incarnata; ALCEA Malva rosa carnicina; ALCEA Malva rosa doppia; ALCEA Malva rosa pavonazza
"rosea, fi",1,targioni_1858,ALCEA Malvoni. Rosoni; ALTHAEA Malvone. Rosoni
"rosea, fl",1,targioni_1858,ALCEA Malva rosa gialla; ALCEA Malva rosa rossa. Malva rosa incarnata; ALCEA Malv» rosa bianca
"rosea, sinensis , pers",1,targioni_1858,AJLTHAEA Malva rosa pavonazza
roselline di macchia,1,targioni_1858,"ROSA Rosa incarnata!* - rubiginosa; ROSA agrestis . Savi; ROSA arvensis , stilosa"
roselline dommaschine,1,targioni_1858,"ROSA Rosa di due colori . - maxima . Desf. Rosa d’Olanda . - moschata simplex , et flore pieno"
roseola,1,targioni_1858,MYRIOPHYLLUM spicatum
rosolaccio,1,targioni_1858,PAPA VER Rhocas
rosolaccio col con- torno bianco,1,targioni_1858,"PAPA VER Rlioeas, petalis apice albis"
rosolaccio doppio,1,targioni_1858,"PAPA VER Rlioeas, fl. pieno"
rossa,1,targioni_1858,PYRI Renette bastarda
rosscllino di frutto bislungo intorto,1,targioni_1858,OLEAE Rossellino
rosscllo,1,targioni_1858,ARBUTUS Unedo
rosselletta grossa,1,targioni_1858,PYRI Rossellctta
rossellina di tre fatte,1,targioni_1858,PYRI Rossellet- ta piccola
rossellino bianco o rondino bianco,1,targioni_1858,FICI Rossellino
rossetta,1,targioni_1858,PYRI Rossellina piccola
rossignc,1,targioni_1858,VITIS Martinaccio verde Occhio di Pernice rosso
rosso,1,targioni_1858,MORUS rubra
rossola buona di gambo lungo,1,targioni_1858,AGARICUS emeticus. Scop
rossola maggiore,1,targioni_1858,AGARICUS integcr. L. Gm
rossola ordinaria,1,targioni_1858,AGARICUS emeticus. Scop
"rotang , resina",1,targioni_1858,CALAMI Yecotl
rotundifolium,1,targioni_1858,GERANIUM Robertiana . Ruberta
rouo,1,matthioli_1568,
rouo canino,1,matthioli_1568,
rouo ideo,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
rove canino,1,targioni_1858,ROSA agrestis . Savi
rovo,1,targioni_1858,RUBUS fruticosus
rovo montano,1,targioni_1858,RUBUS fruticosus
"rovo, e rogo di s",1,targioni_1858,"RUBUS fruticosus, inermis"
ruber,1,targioni_1858,AGARICUS Prignoli. Prugnolo . Prugnolo buo- no .•Prugnolo cenerino. Prugnòlo nostrale. Prugniuolo
ruberosus,1,targioni_1858,IISLI Girasole doppio . Girasole egiziano . Gi- rasole indiano . Girasole piccolo
rubiglio,1,targioni_1858,PISUM arvense
rubino,1,targioni_1858,PYRI Rossoletta lunga
rubiola,1,targioni_1858,VITIS Rossetto di Francia
rubra,1,targioni_1858,VALERIANA Phu pontico. Valeriana mag■ giore. Valeriana ortense
rubra ? fructu rubro majobente,1,targioni_1858,"MORUS alba , fructu minori subru"
rubra? fructu rubro minori foliis eleganter laciniatis,1,targioni_1858,MORUS alba ? fructu rubro minori
rubrica fabrile,1,matthioli_1568,"VIBURNUM Faba, minor, alba"
rubrica sinopica,1,matthioli_1568,
rubro,1,targioni_1858,ALCEA Malva rosa pavonazza; MALVA ROSA BIANCA rosa pavonazza v. Alcea rosea fl. purpureo
ruchetta domestica,1,targioni_1858,BRASSTCA Eruca
rufco,1,matthioli_1568,VITIS Lonza
rufus,1,targioni_1858,AGARICUS R ossola mezzana
ruggine,1,targioni_1858,PYRI Rubinafalsa nostrale
russola,1,targioni_1858,AGARICUS Fungo im1 burino lattajolo . Imbutino lattajolo; AGARICUS Rossola mezzana
rusticanus,1,targioni_1858,AGARICUS Rossola mezzana
ruta muraria,1,targioni_1858,ASPLENIUM Mula
ruta salvatica,1,targioni_1858,PEGANUM Harmala
rìcino maggiore,1,targioni_1858,JATROPHA Curcas
s bartola,1,targioni_1858,PYRI Rossa di Lunigiana
sa di due colori,1,targioni_1858,ROSA Ro
sabadiglia,1,targioni_1858,VER ATRUM Sabadilla
sabariglia,1,targioni_1858,VER ATRUM Sabadilla
sabaudum,1,targioni_1858,HIERACIUM Pelosetta. Pelosina. Pilosella
sabina foemina,1,targioni_1858,JUNIPERUS Sabina . Savina
saccharatus,1,targioni_1858,HOLCUS Saggina nera
sacioornia,1,targioni_1858,CORREZIONI 91 SALICORNIA frutuosa
saeppole,1,targioni_1858,EQUISETUM canadense
sagaia,1,matthioli_1568,
sagapeno,1,matthioli_1568,
saggina d’affrica.saggina pan nocchiuta,1,targioni_1858,HOLCUS cafer
sago,1,targioni_1858,CYCAS circinalis. Cycas revoluta
sagù,1,targioni_1858,CYCAS circinalis. Cycas revoluta
sahmuoia,1,matthioli_1568,
saiatro legnoso,1,targioni_1858,SOL ANDRA SO LANUM Dulcamara
saiindia,1,targioni_1858,PHYL ADELPHUS coronari us
saivatico di frutto piccolo slun gato storto acuto,1,targioni_1858,OLEAE salvatico di frutto piccolo lungo
sala ji padule,1,targioni_1858,CAR EX acuta nifi . L
sala.salistio,1,targioni_1858,CAR Erba Lucci ola
salaman- na salvatica,1,targioni_1858,SALVIA clandestina
salamandra,1,matthioli_1568,TRITICUM Calbigia rossa. Grano gentile rosso
salap,1,targioni_1858,"SATYRII hircini, radix"
salcerella,1,targioni_1858,LYTHRUM Salicaria
salcio,1,targioni_1858,SALIX alba
salcio bianco,1,targioni_1858,SALIX alba
salcio da pertiche,1,targioni_1858,SALIX alba
salep,1,targioni_1858,"SATYRII hircini, radix"
salica- ria,1,targioni_1858,LYTHRUM Salicaria
salicina,1,targioni_1858,INULA Incensala
saliva,1,targioni_1858,MEDICAGO Trafogliolo storto; PASTINACA Erba casta . Opoponaco. Oppoponaco. •; VIBURNUM Ervo . Girlo. Ingrassabue
salix,1,matthioli_1568,
saluia,1,matthioli_1568,
salvarico,1,targioni_1858,THYMUS Serpillum
salvatica v,1,targioni_1858,MENTA GRECA Balsamita suaveolens Pers
salvatico di frutto lungo,1,targioni_1858,"OLEAE salvatico di foglie larghe* , odi frutto piccolo lunghetto sottile storto"
salvatico di frutto ovato,1,targioni_1858,"OLEAE di foglie lunghe, di frutto quasi tondo piccolo"
salvatico di frutto tondo piccolo,1,targioni_1858,OLEAE salvatici» di frutto piccolissimo
salvatico morajoloi’,1,targioni_1858,MORO NERO v. Morus nigra
salvatico r,1,targioni_1858,ARANCIO ACRE Aurantium sylvestre . J. B
salvia salvatica,1,targioni_1858,PHLOMIS fruticosa
salvia salvatiea „,1,targioni_1858,STACHYS germanica
salviata,1,targioni_1858,PYRI Salvatica tonda
salvifolius,1,targioni_1858,CISTUS Rimbrentane. Rimbrcntitine . Pisciacane . Tignami- ca . Tignamicone
sambac,1,targioni_1858,MOGORIUM Mugherino di Goa Mugherino doppio
"sambac , flore pieno",1,targioni_1858,JASMINUM Mugarino. Mugherino . Mugbcrino del Gimè. Mugheri- no scempio
"samhac , gimea",1,targioni_1858,MOGORIUM Mugherino . Mugherino scempio
samolo,1,targioni_1858,SAMOLUS Valerandi
san,1,targioni_1858,PRUNI S. Gemignano
san- eolombano nero,1,targioni_1858,VITIS Sanbartole*e
san- gioveto grosso,1,targioni_1858,VITIS Sangioveto
sancolombana,1,targioni_1858,"VITIS vinifera , columbana"
sandalo bianco,1,targioni_1858,SANGUISORB SA’NTALUM album
sandalo cifri- no,1,targioni_1858,SANGUISORB SA’NTALUM album
sandalo giallo,1,targioni_1858,SANGUISORB SA’NTALUM album
sandaracha,1,matthioli_1568,PRUNI S. Gemignano
sanfucho,1,matthioli_1568,PRUNI S. Gemignano
sangiogheto piccolo,1,targioni_1858,VITIS Sangiogh ero
sangiovese,1,targioni_1858,VITIS Sangiogheto rosso
sangue di drago,1,targioni_1858,"DOR YCNIUM DR ACAEMAE Draconis, resina; PTEROCARPI Draconis, resina"
sangue di drago inlagrime,1,matthioli_1568,
sanguigno- la,1,targioni_1858,PYRI Sangia
sanguinale,1,targioni_1858,PANICUM Panico nero
sanguincus,1,targioni_1858,RUMEX Rombice salvatica
sanguinea,1,targioni_1858,CORNUS Cornio. Corgnolo . Corniolo . Crognolo
sanguinerò,1,targioni_1858,VITIS Sangioveto piccolo
sanguineum,1,targioni_1858,GERANIUM Cri.settina salvatica . Grisellina salvadea
sanguineus,1,targioni_1858,AMARANTHUS Discipline
sanicola,1,targioni_1858,SANGUISORB SANI’CULA europaca
sannico- la,1,targioni_1858,SANGUISORB SANI’CULA europaca
"santalini, resina",1,targioni_1858,"PTEROCARPI Sangue di Drago delle Canarie. Sangue di Drago in lamine . Sangue di Drago in paglia . Sangue di Drago in pasta , o in pani"
santi,1,targioni_1858,PINUS Pino Zimbro; ÀTLIUM Fior bambagio
santonicum,1,targioni_1858,ARONIA Assenzio di Ponto . Assenzio pontico
santoreggia domestica,1,targioni_1858,SATUREIA hortensis
sapaja rossa nera d’ aitimi no,1,targioni_1858,VITIS Sapaja
sapindo,1,targioni_1858,SAPINDUS Saponaria
saponaria indiana,1,targioni_1858,SAPINDUS Saponaria
sappan,1,targioni_1858,CAESALPINIA Fernambucco? Verzino fernambucco ?
sarcocol!a,1,targioni_1858,PENAEA Sarcocolla
sarcocolla,1,matthioli_1568,VITIS Lonza
sarniensis,1,targioni_1858,AMARYLLIS Pazzuomini
sarsaparilla,1,targioni_1858,SIUM Cina. Cina gentile . Cina petrita. Radica di Cina
sassa,1,targioni_1858,PYRI S. Piera
sassafras,1,targioni_1858,LAURUS Pecurim . Pechurim . Picurim . Pichurim .Pizziri. Piz- ziri di montagna
sassifraga,1,targioni_1858,SAXIFRAGA granulata
sassifraga bianca,1,targioni_1858,SAXIFRAGA granulata
satirio erithronio,1,matthioli_1568,
sativa,1,targioni_1858,NIGELLA Scapigliate
"sativa , alba",1,targioni_1858,VIBURNUM Lcro . Moco . Mochi . Oro- nostrale . bo. Rubiglia . Straccabue
"sativa , maculosa",1,targioni_1858,KOELREUTERIA Lactuca crespa . Lattuga crespa
"sativa , romana longa",1,targioni_1858,KOELREUTERIA Lattuca tonda. Lattuga prima- ticcia . Lattuga tonda
sativa aeulcis lnngis mollibus,1,targioni_1858,CASSUVIUM Castagna domestica. Castagno. Castagno domestico
sativa non capitata,1,targioni_1858,KOELREUTERIA Lattuga sanguigna. Lattuga san- guigna di Cipri
sativa semine laevi nitido,1,targioni_1858,CASSUVIUM Marrone Cascaticcio o Caschereccio
"sativa, crispa",1,targioni_1858,KOELREUTERIA Lattuga cappuccia. Lattuga cappuccina
"sativa, decorticata",1,targioni_1858,AVENA Vena comune . Vena domestica
"sativa, semine albo",1,targioni_1858,VIBURNUM Zirlo. - '
"sativae, caules",1,targioni_1858,CANNABIS Canape
"sativu3,oleiferchinensis",1,targioni_1858,RAPHANUS Ravanello . Ravano
sativum,1,targioni_1858,LEPIDIUM Persia; TRITICUM Grano delle formiche . Paleo; ÀTLIUM Porro comune
"sativum , flore et semine rubro",1,targioni_1858,PISUM Piscilo col guscio tenero mangiabile
"sativum , hortense siliqua maxima",1,targioni_1858,PISUM Rubiglio. Rubiglio domestico
"sativum , majus quajratum",1,targioni_1858,PISUM Pisello grosso bianco
"sativum , majus semine rotundo",1,targioni_1858,PISUM Piscilo nano
"sativum , semine minori",1,targioni_1858,PISUM Pisello verde
"sativum , umbellatum",1,targioni_1858,PISUM Pisello culo nero
"sativum , vulgate",1,targioni_1858,PISUM Pisello a mazzetti. Pisello chiomoso . Pisello Zazzero
sativum humiie,1,targioni_1858,PISUM Pisello baccellone
"sativum, semine nigra linea maculato",1,targioni_1858,PISUM Pisello quarantino
sativus,1,targioni_1858,CÙCUMIS Popone lungo e liscio bianco. •; LATHYRUS Erba galletta gialla
"sativus , flore et semine variegato",1,targioni_1858,LATHYRUS Cicerchia nera
"sativus , flore purpureo semine nigro",1,targioni_1858,LATHYRUS ■ Cicerchia bianca
"sativus , parvus",1,targioni_1858,RAPHANUS Ramolaccio nero
"sativus , radice subnigra",1,targioni_1858,RAPHANUS Ramolaccio rosso
"sativus , radice subrubra",1,targioni_1858,RAPHANUS Ramolaccio lungo
sativus sativum,1,targioni_1858,ERRORI 144 RADICCHIO d’ Orto
"sativus, flore et semine albo",1,targioni_1858,LATHYRUS Cicerchia . Cicercula . Gese nere . Ingras- sabuc
"sativutn , semine cinereo",1,targioni_1858,PISUM Pisello reale
satu- reia,1,targioni_1858,SATUREIA hortensis
savi,1,targioni_1858,CARDUUS Chameleone nero
savoreggia,1,targioni_1858,SATUREIA hortensis
saxatilis,1,targioni_1858,LICHEN Orcella . Oricello . Raspa . Roccella
sbrigato,1,targioni_1858,VITIS Sapina
scabbiosa,1,targioni_1858,STACHYS arvensis; STACHYS palustris
scacariglia,1,targioni_1858,CROCUS Cascarilla
scacarilla,1,targioni_1858,CROCUS Cascarilla
scadella bianca,1,targioni_1858,MORUS More di foglie intere chia- ri
scagliola,1,targioni_1858,MILIUM paradoxum; PHALARIS Canariensis
scammonia,1,targioni_1858,CONVOLVULUS purnureus . L. Campanelle
scandela,1,targioni_1858,HORDEUM distichum
scandella,1,targioni_1858,HORDEUM distichum
scandice,1,matthioli_1568,
scaparla,1,targioni_1858,EQUISETUM Gonfia nugoli
scariola,1,targioni_1858,"KOELREUTERIA Lattuca romana . Lattuga lunga. Lattuga romana, Lattugona"
scarlattea,1,targioni_1858,LYCHNIS calcedonica
scf'lymus,1,targioni_1858,CYNARA Cardoncello Presame . Presuola . Presura . Sgalera
schoenanthus,1,targioni_1858,ANDROPOGON Nardo. Nardo indiano . Spica Nardi . Spiga Nardi.Spi- go Nardo
schoenoprasum,1,targioni_1858,ÀTLIUM Allio domestico
sciampion,1,targioni_1858,PYRI Scodellina
sclarea,1,targioni_1858,SALVIA Salvia salvatica
scmpervirens,1,targioni_1858,LONÌCER Madreselva . Periclimeno
scncff,1,targioni_1858,BOLETUS Fungo appassionato
sco paria,1,targioni_1858,CHENOPODIUM Scoparia
"scodelle a pera, di concio",1,targioni_1858,PEZTZA coronata
scodelline scarlatte,1,targioni_1858,HÈLVELA coccinea
scoeff,1,targioni_1858,AGARICUS Prignoli. Prugnolo . Prugnolo buo- no .•Prugnolo cenerino. Prugnòlo nostrale. Prugniuolo; AGARICUS Querce
scoi pa arborea,1,targioni_1858,EQUISETUM ERl'CA arborea
scolopendra,1,matthioli_1568,VITIS Lonza
scolopendra marina,1,matthioli_1568,VITIS Lonza
scolopendrium,1,targioni_1858,ASPLENIUM Ruta di muro. Ruta muraria
"scolymi, calyces globosi non spinosi",1,targioni_1858,CYNARAE Carducci
"scolymi, pianta hyeme terra obruta ut folta albescant",1,targioni_1858,CYNARAE Mazza ferrata
"scolymi, receptaculum",1,targioni_1858,CYNARAE Gobbo
scopa,1,targioni_1858,EQUISETUM ERl'CA arborea
scopa da fa,1,targioni_1858,EQUISETUM ERl'CA arborea
scor- pioide,1,targioni_1858,ORNITHOPUS Scorpioide»
scordium,1,targioni_1858,TEUCRIUM »- Polium
scorodonia,1,targioni_1858,TEUCRIUM Scordco . Scordio
scorodoprasum,1,targioni_1858,ÀTLIUM Erba cipollina . Porro settile
"scorpio,ct scorpius",1,matthioli_1568,
scorpione,1,matthioli_1568,VITIS Lonza
scorpione terreftre,1,matthioli_1568,VITIS Lonza
scorza di conessì,1,targioni_1858,"NERII antidyscnterici, cortex"
scorza d’ arancia,1,targioni_1858,"CITRI Aurantii , Cortex fructus"
scrobiculatus,1,targioni_1858,AGARICUS Fungo lattajolo forte. Lattajo- lo forte
scrotina,1,targioni_1858,PRUNI Giovanni
scutatus,1,targioni_1858,RUMEX Lapato sanguigno . *
scèp,1,targioni_1858,CENT Ceceprete
se- na de* poveri,1,targioni_1858,COLUTEA arborescens
seb-stena,1,targioni_1858,CORÒIA Sehestb
sebesten,1,targioni_1858,CORÒIA Mixa
secleratus,1,targioni_1858,RANUNCULUS Stella d’ oro
securidaca,1,targioni_1858,CORNUS Securidaca
securidaca maggiore,1,targioni_1858,CORNUS Securidaca
sedanina,1,targioni_1858,APIUM gravcolens 0
sedano,1,targioni_1858,APIUM gravcolcns «
sederino,1,targioni_1858,VITIS Secca jola
sefamo,1,matthioli_1568,"VIBURNUM Faba, minor, alba"
sefamoide minore,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
sefeli del peloponnefo,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
segala,1,targioni_1858,SECALE cereale
segale,1,targioni_1858,SECALE cereale
segeno o cesino,1,targioni_1858,FICI Cavaliere sanguinaio
segetum,1,targioni_1858,CHRYSANTHEMITM Matricale doppio
segola,1,targioni_1858,SECALE cereale
selèli ethiopieo,1,matthioli_1568,
seme di fieno,1,targioni_1858,BROMUS sccalinus
sementina,1,targioni_1858,PLANTAGO Pulicaria. Silio; PYRI S. Piana
sementina minore,1,targioni_1858,PYRI Sementina maggiore
sementina piccola tonda chiatta,1,targioni_1858,PYRI Semen- tina ottobrina
semolino,1,targioni_1858,THYMUS Serpillum
semperflorens,1,targioni_1858,ROSA Rosa incarnata!* - rubiginosa
sempervirens.#,1,targioni_1858,CUPRESSUS ' presso . Cipresso maschio
"sempervirentis , sari, fructus",1,targioni_1858,ROSAE Bottoni di Rose
sempreuiuo maggiore,1,matthioli_1568,VIBURNUM Opulus
sempreuiuo minore,1,matthioli_1568,VIBURNUM Vinihia. Viola da Morto
sena falsa,1,targioni_1858,COLUTEA arborescens
senaoaccia salvatica,1,targioni_1858,ERYSIMUM officinale
senapa bianca,1,targioni_1858,SINAPIS alba
senape,1,matthioli_1568,SINAPIS alba
sene(la)tnguium,1,matthioli_1568,
"senegai, gummi",1,targioni_1858,MIMOSA Bom. beraca. Gomma. Gomma i arabica. i
senido,1,targioni_1858,APIUM gravcolcns «
senna,1,targioni_1858,CASSIA Senna alessandrina
sensitiva minore,1,targioni_1858,MIMOSA asperata
sepia,1,matthioli_1568,
sepium,1,targioni_1858,CONVOLVULUS Scamonea d’ Aleppo
septicus,1,targioni_1858,MORUS Moro nero
sermol- lino,1,targioni_1858,THYMUS Serpillum
sermollino cedrato,1,targioni_1858,THYMUS Serpillum
serpentaria,1,targioni_1858,ARISTOLOCHIA Stalleggio . Straloggi. Straloggio.Strallaggio.V ellutino; CACTUS flagelliformis
serpentaria spinosa,1,targioni_1858,CACTUS flagelliformis
serratola,1,targioni_1858,SERRATULA tinctoria
serratula • seretta,1,targioni_1858,SERRATULA tinctoria
sesamo,1,targioni_1858,SESAMUM indicum.et orientale
seseli? scsclio,1,targioni_1858,LASERPITIUM Siler
sesquipedalis,1,targioni_1858,DOLICHOS Fagiolo della China pavonazzo
seta,1,targioni_1858,CONDRILLA bullosa
seta d’india,1,targioni_1858,ASCLEPIAS fruticosa
setino,1,targioni_1858,CONDRILLA CONFERVAampbibia
sico- moro,1,targioni_1858,FICUS Sicornorus
siderite,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
siderite prima,1,targioni_1858,LYCOPUS curopaeus
sifaro,1,matthioli_1568,"VIBURNUM Faba, minor, alba"
sifone,1,matthioli_1568,
silene,1,targioni_1858,SILENE Armeria
sileos,1,targioni_1858,LASERPITIUM Siler
siler mon- tano,1,targioni_1858,LASERPITIUM Siler
simphito petreo,1,matthioli_1568,
sinuatum,1,targioni_1858,VERBASCUM Barbarastio
sisarum,1,targioni_1858,SIUM Gargalestro
smerigìio,1,matthioli_1568,
smilace lifcia i,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
smilace ouero tallo,1,matthioli_1568,
smirnio,1,matthioli_1568,
smjlace de gli horti,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
smorfia,1,targioni_1858,AMORPHA fruticosa
soda,1,targioni_1858,SALSOLA Soda
sodcrino tosso,1,targioni_1858,VITIS Sederino bianco
sodomaeum,1,targioni_1858,SOLANUM Bellezze di Genova
solatro furiofo,1,matthioli_1568,
solatro hortolano,1,matthioli_1568,VIBURNUM Lantana
solatro sonnifero,1,matthioli_1568,
solbaftre,1,matthioli_1568,
soldanella,1,targioni_1858,CONVOLVULUS Vilucchio . Vilucchio bianco. Vilucchio maggiore. Vi- lucchione. Viluppio
solfo,1,matthioli_1568,
solstitialis,1,targioni_1858,CENT Ambretta
somacho,1,matthioli_1568,
sommacco,1,targioni_1858,RHUS coriaria
"somniferum , album",1,targioni_1858,PAPA VER Papavero domestico
"somniferum , flore pieno",1,targioni_1858,PAPA VER Papavero d’ orto
"somniferum, sem",1,targioni_1858,PAPA VER Papavero domestico . Pappatolo . Pappavero
soncho,1,matthioli_1568,
sophia,1,targioni_1858,SISYMBRIUM Sisemhro aquatico . Sisimbrio . Sisimbro
sopravvivolo de’muri,1,targioni_1858,SEDUM reflexuni
sorba agostina grossa tonda,1,targioni_1858,"SOR BUS domestica , sativa"
sorba lazzerola salvatica ottobrina ?,1,targioni_1858,SOR BUS aucuparia
sorba mela otto- brina piccola,1,targioni_1858,"SOR BUS • domestica, sativa fructu orbiculato plano utrinque umbilicato, e viridi flavescente"
sorba pera maggiore settembrina,1,targioni_1858,"SOR BUS domestica , sativa fructu magno sessili non nihil turbinato utrinque umbilicato flavescente"
sorba pera ottobrina,1,targioni_1858,"SOR BUS domestica, sativa fructu medio subrotundo punctis albis notato"
sorba pero ottobrina rigata,1,targioni_1858,"SOR BUS domestica, sativa fructu pyramidato sessili e flavo rufo sulcato"
sorba sanguignola settembrina,1,targioni_1858,"SOR BUS domestica, sativa fructu globoso albido non nihil turbinato atro sanguineo pun- ctis albis notato"
sorba settembrina un poco a foggia di pera,1,targioni_1858,"SOR BUS domestica, sativa fructu majore non nihil turbinato sessili"
sorba tonda bianca ottobrina della romola,1,targioni_1858,SOR BUS ■
sorba tonda mez- zana settembrina chiatta,1,targioni_1858,"SOR BUS domestica, sativa rotunditate mali"
sorba tonda rossa ottobrina,1,targioni_1858,"SOR BUS - dimestica, sativa fructu globoso sessili nitido saturate rubente"
sorbazucchetta set- tembrina a foggia di zucca,1,targioni_1858,"SOR BUS domestica , sativa fructu magno turbinato pallide rubente"
sorbo montano,1,targioni_1858,CRATAEGI CR ATAEGUS Aria. L; SOR BUS Aria. Pers
sorghum,1,targioni_1858,"HOLCUS Saina a spazzola , o da granate . Saggina a spazzola o da granate , o da spazzole"
sorghum flavum,1,targioni_1858,HOLCUS Saina. Saggina . Sorgo . Sor ghi
sorghum parvum,1,targioni_1858,HOLCUS Saggi na gialla
spada,1,targioni_1858,PYRI Sorba minore
spagna grossa ton- da,1,targioni_1858,VITIS Spagna .grossa bistonda
spagnolo morajoio,1,targioni_1858,"LUM Morus alba , voi nigra fructu"
spannocchina,1,targioni_1858,PICRIDIUM PO\ pratensis
sparganio,1,matthioli_1568,
sparto,1,targioni_1858,LYGEUM Sparrhum
spazza campagne,1,targioni_1858,DAUCUS DÈLPHINnjM Aiacis
spazza forno,1,targioni_1858,PASSERINA hirsuta
spazzole,1,targioni_1858,"ASPARAGI officinali®, turiones minores"
spcculum,1,targioni_1858,CAMPANULA Raperonzolo . Raponzo. Raponzolo
spegnitojo dilcgine,1,targioni_1858,AGARICUS galericulatus . Scnp
spelda,1,targioni_1858,TRITICUM Monococcum
spelta,1,targioni_1858,TRITICUM Grano
"spelta , spica elongata rufa",1,targioni_1858,TRITICUM Grano Farro bianco di spiga rada
"spelta, spica contratta",1,targioni_1858,TRITICUM Grano farro . Halica . Scandella . Spelda . Spelta
"spelta, spica elongata alha",1,targioni_1858,TRITICUM Grano Farro bianco di spica fitta
sphaerocpphalum,1,targioni_1858,ÀTLIUM Agliporro
sphondilio,1,matthioli_1568,
spica,1,targioni_1858,LAVANDULA Nardo italiano.Spigo Nardo
"spica , hortensis",1,targioni_1858,LAVANDULA Spigo
"spica , sylvestris",1,targioni_1858,LAVANDULA Spigo domestico
spica celtica,1,targioni_1858,VALERIANA celtica
